station,valid,lon,lat,elevation,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
D60,2020-02-12 08:55,-102.8974,48.3803,690.00,10.40,8.60,92.25,40.00,17.00,0.00,29.89,,9.00,24.00,OVC,,,,1500.00,,,,,,,,,,,-8.22,KD60 120855Z AUTO 04017G24KT 9SM OVC015 M12/M13 A2989 RMK AO2,
20U,2020-02-12 08:55,-103.9821,46.9252,840.00,24.80,24.80,100.00,350.00,21.00,0.00,29.78,,2.00,,SCT,BKN,OVC,,400.00,800.00,2600.00,,-SN,,,,,,,9.25,K20U 120855Z AUTO 35021KT 2SM -SN SCT004 BKN008 OVC026 M04/M04 A2978 RMK AO2,
9D7,2020-02-12 08:55,-99.2364,48.4800,451.00,-0.40,-0.40,100.00,20.00,30.00,0.00,29.89,,2.50,38.00,BKN,BKN,OVC,,2900.00,4100.00,7500.00,,BR,,,,,,,-27.87,K9D7 120855Z AUTO 02030G38KT 2 1/2SM BR BKN029 BKN041 OVC075 M18/M18 A2989 RMK AO2,
Y19,2020-02-12 08:55,-100.8944,46.7680,592.00,28.40,28.40,100.00,360.00,12.00,0.00,29.70,,2.50,,BKN,BKN,BKN,,600.00,1000.00,1700.00,,-SN,,,,,,,17.42,KY19 120855Z AUTO 36012KT 2 1/2SM -SN BKN006 BKN010 BKN017 M02/M02 A2970 RMK AO2,
D55,2020-02-12 08:55,-98.3937,48.7531,490.00,-2.20,-4.00,91.78,10.00,31.00,0.00,29.84,,0.50,39.00,BKN,OVC,,,100.00,800.00,,,-SN,,,,,,,-30.69,KD55 120855Z AUTO 01031G39KT 1/2SM -SN BKN001 OVC008 M19/M20 A2984 RMK AO2,
BWP,2020-02-12 08:55,-96.6074,46.2441,294.70,26.60,21.20,79.77,290.00,5.00,0.00,29.67,,10.00,,,,,,,,,,,,,,,,,19.98,KBWP 120855Z AUTO 29005KT 10SM M03/M06 A2967 RMK AO1,
06D,2020-02-12 08:55,-99.6208,48.8844,555.00,-2.20,-13.00,59.08,10.00,23.00,0.00,29.90,,10.00,32.00,OVC,,,,3300.00,,,,,,,,,,,-27.66,K06D 120855Z AUTO 01023G32KT 10SM OVC033 M19/M25 A2990 RMK AO2,
S25,2020-02-12 08:55,-103.2552,47.7966,642.00,23.00,21.20,92.69,30.00,15.00,0.00,29.83,,2.00,21.00,FEW,OVC,,,100.00,1400.00,,,+UP,,,,,,,9.11,KS25 120855Z AUTO 03015G21KT 2SM +UP FEW001 OVC014 M05/M06 A2983 RMK AO2,
08D,2020-02-12 08:55,-102.4064,48.3008,682.00,10.40,6.80,85.05,40.00,16.00,0.00,29.87,,10.00,28.00,FEW,SCT,OVC,,500.00,900.00,1600.00,,-SN,,,,,,,-7.74,K08D 120855Z AUTO 04016G28KT 10SM -SN FEW005 SCT009 OVC016 M12/M14 A2987 RMK AO2,
7L2,2020-02-12 08:55,-100.2456,46.2206,541.00,28.40,28.40,100.00,0.00,0.00,0.00,29.70,,3.00,,OVC,,,,1900.00,,,,-SN,,,,,,,28.40,K7L2 120855Z AUTO 00000KT 3SM -SN OVC019 M02/M02 A2970 RMK AO2,
GWR,2020-02-12 08:55,-97.6435,46.2187,385.00,26.60,26.60,100.00,280.00,8.00,0.00,29.66,,2.50,,SCT,SCT,OVC,,2400.00,2800.00,3300.00,,BR,,,,,,,17.46,KGWR 120855Z AUTO 28008KT 2 1/2SM BR SCT024 SCT028 OVC033 M03/M03 A2966 RMK A01,
96D,2020-02-12 08:55,-97.9028,48.9406,287.00,-0.40,-2.20,91.85,340.00,22.00,0.00,29.95,,2.50,28.00,BKN,OVC,,,900.00,1300.00,,,BR,,,,,,,-24.81,K96D 120855Z AUTO 34022G28KT 2 1/2SM BR BKN009 OVC013 M18/M19 A2995 RMK AO2,
S32,2020-02-12 08:55,-98.1059,47.4228,434.00,12.20,12.20,100.00,10.00,35.00,0.00,29.73,,0.25,43.00,BKN,OVC,,,200.00,1000.00,,,-SN,,,,,,,-11.89,KS32 120855Z AUTO 01035G43KT M1/4SM -SN BKN002 OVC010 M11/M11 A2973 RMK AO2,
D50,2020-02-12 08:55,-103.2973,48.9285,594.00,12.20,8.60,85.17,50.00,11.00,0.00,29.96,,8.00,18.00,OVC,,,,1900.00,,,,-SN,,,,,,,-2.56,KD50 120855Z AUTO 05011G18KT 8SM -SN OVC019 M11/M13 A2996 RMK AO2,
HZE,2020-02-12 08:55,-101.5810,47.2899,552.00,26.60,24.80,92.80,20.00,13.00,0.00,29.77,,4.00,22.00,BKN,OVC,,,1800.00,2200.00,,,-SN,,,,,,,14.65,KHZE 120855Z AUTO 02013G22KT 4SM -SN BKN018 OVC022 M03/M04 A2977 RMK AO2,
BAC,2020-02-12 08:55,-98.0180,46.9412,427.30,28.40,28.40,100.00,350.00,12.00,0.00,29.69,,10.00,17.00,SCT,BKN,OVC,,900.00,1200.00,2400.00,,-DZ,,,,,,,17.42,KBAC 120855Z AUTO 35012G17KT 10SM -DZ SCT009 BKN012 OVC024 M02/M02 A2969 RMK AO2,
2D5,2020-02-12 08:55,-98.0799,46.1731,407.00,24.80,24.80,100.00,300.00,6.00,0.00,29.67,,7.00,,,,,,,,,,-SN,,,,,,,16.86,K2D5 120855Z AUTO 30006KT 7SM -SN M04/M04 A2967 RMK AO2,
46D,2020-02-12 08:55,-99.1513,47.4511,489.80,12.20,8.60,85.17,30.00,30.00,0.00,29.78,,0.50,36.00,BKN,OVC,,,100.00,900.00,,,-SN,,,,,,,-10.54,K46D 120855Z AUTO 03030G36KT 1/2SM -SN BKN001 OVC009 M11/M13 A2978 RMK AO2,
RDR,2020-02-12 08:56,-97.4012,47.9611,278.00,9.30,6.00,85.75,10.00,26.00,,29.80,1011.30,0.62,40.00,SCT,BKN,,,600.00,1200.00,,,BLSN,,,,41.00,360.00,2020-02-12 08:22,-13.26,KRDR 120856Z 01026G40KT 5/8SM R35/3500V5000FT BLSN SCT006 BKN012 M13/M14 A2980 RMK AO2A PK WND 36041/22 CIG 009 RWY17 SLP113 P0000 60001 T11261145 52057,
DIK,2020-02-12 08:56,-102.8019,46.7973,789.00,28.90,26.10,89.12,360.00,15.00,,29.69,1008.00,1.50,,BKN,OVC,,,700.00,1300.00,,,-SN BR,,,,,,,16.76,KDIK 120856Z AUTO 36015KT 1 1/2SM -SN BR BKN007 OVC013 M02/M03 A2969 RMK AO2 SLP080 P0000 60004 T10171033 53030 $,
JMS,2020-02-12 08:56,-98.6800,46.9300,457.00,24.10,23.00,95.49,360.00,29.00,,29.69,1007.30,1.50,40.00,SCT,OVC,,,1000.00,1600.00,,,-SN BR,,,,40.00,10.00,2020-02-12 08:53,6.07,KJMS 120856Z AUTO 36029G40KT 1 1/2SM -SN BR SCT010 OVC016 M04/M05 A2969 RMK AO2 PK WND 01040/0853 PRESRR SLP073 P0000 60000 T10441050 53020,
DVL,2020-02-12 08:56,-98.9083,48.1146,443.00,1.90,-0.90,87.72,10.00,23.00,,29.83,1069.20,0.75,33.00,OVC,,,,600.00,,,,-SN BR,,,,34.00,10.00,2020-02-12 08:27,-22.15,KDVL 120856Z AUTO 01023G33KT 3/4SM -SN BR OVC006 M17/M18 A2983 RMK AO2 PK WND 01034/0827 VIS 1/2V1 CIG 004V009 PRESRR SLP692 P0000 60000 T11671183 51064 FZRANO,
N60,2020-02-12 09:52,-101.4394,47.6458,587.00,10.00,6.00,83.87,30.00,17.00,0.00,29.87,1014.80,,32.00,,,,,,,,,,,,,34.00,30.00,2020-02-12 08:56,-8.75,KN60 120952Z AUTO 03017G32KT M12/M14 A2987 RMK AO1 PK WND 03034/0856 SLP148 T11221144,
BIS,2020-02-12 09:52,-100.7458,46.7727,506.00,16.00,12.90,87.32,30.00,20.00,0.01,29.79,1011.20,1.25,32.00,FEW,BKN,OVC,,1000.00,1700.00,2900.00,,-SN BR,,,,37.00,30.00,2020-02-12 09:33,-2.11,KBIS 120952Z AUTO 03020G32KT 1 1/4SM -SN BR FEW010 BKN017 OVC029 M09/M11 A2979 RMK AO2 PK WND 03037/0933 PRESRR SLP112 P0001 T10891106,
HEI,2020-02-12 09:53,-102.6560,46.0149,828.00,28.90,27.00,92.49,10.00,21.00,,29.70,1008.20,0.75,30.00,FEW,OVC,,,600.00,1200.00,,,-SN BR,,,,30.00,20.00,2020-02-12 09:52,14.72,KHEI 120953Z AUTO 01021G30KT 3/4SM -SN BR FEW006 OVC012 M02/M03 A2970 RMK AO2 PK WND 02030/0952 WSHFT 0917 SLP082 P0000 T10171028,
FAR,2020-02-12 09:53,-96.8111,46.9253,274.00,16.00,12.00,83.91,340.00,31.00,,29.74,1008.50,1.00,37.00,OVC,,,,1800.00,,,,-SN BR,,,,40.00,340.00,2020-02-12 09:13,-5.58,KFAR 120953Z 34031G37KT 1SM -SN BR OVC018 M09/M11 A2974 RMK AO2 PK WND 34040/0913 SNE36B50 SLP085 P0000 T10891111 $,
GFK,2020-02-12 09:53,-97.1761,47.9492,257.00,1.90,-0.90,87.72,350.00,36.00,0.04,29.83,1012.10,0.25,50.00,VV ,,,,500.00,,,,-SN FZFG,,,,53.00,360.00,2020-02-12 08:55,-26.53,KGFK 120953Z AUTO 35036G50KT 1/4SM R35L/1600V2600FT -SN FZFG VV005 M17/M18 A2983 RMK AO2 PK WND 36053/0855 SLP121 P0004 T11671183 $,
MOT,2020-02-12 09:54,-101.2803,48.2594,523.00,7.00,-0.90,69.41,360.00,20.00,,29.96,1017.50,9.00,29.00,OVC,,,,3000.00,,,,-SN,,,,30.00,360.00,2020-02-12 09:00,-14.07,KMOT 120954Z AUTO 36020G29KT 9SM -SN OVC030 M14/M18 A2996 RMK AO2 PK WND 36030/0900 SNB18 SLP175 P0000 T11391183,
08D,2020-02-12 09:55,-102.4064,48.3008,682.00,6.80,3.20,84.80,30.00,11.00,0.00,29.94,,10.00,22.00,FEW,SCT,OVC,,700.00,1400.00,2600.00,,,,,,,,,-9.38,K08D 120955Z AUTO 03011G22KT 10SM FEW007 SCT014 OVC026 M14/M16 A2994 RMK AO2,
RUG,2020-02-12 09:55,-100.0243,48.3904,471.00,-0.40,-11.20,59.36,30.00,27.00,0.00,29.93,,10.00,41.00,OVC,,,,3500.00,,,,,,,,,,,-26.82,KRUG 120955Z AUTO 03027G41KT 10SM OVC035 M18/M24 A2993 RMK AO2,
06D,2020-02-12 09:55,-99.6208,48.8844,555.00,-5.80,-14.80,64.11,10.00,26.00,0.00,29.94,,10.00,31.00,FEW,BKN,OVC,,600.00,3600.00,4900.00,,,,,,,,,-33.78,K06D 120955Z AUTO 01026G31KT 10SM FEW006 BKN036 OVC049 M21/M26 A2994 RMK AO2,
46D,2020-02-12 09:55,-99.1513,47.4511,489.80,6.80,3.20,84.80,10.00,26.00,0.00,29.84,,0.50,32.00,,,,,,,,,-SN,,,,,,,-16.66,K46D 120955Z AUTO 01026G32KT 1/2SM -SN M14/M16 A2984 RMK AO2,
96D,2020-02-12 09:55,-97.9028,48.9406,287.00,-4.00,-7.60,84.04,340.00,22.00,0.00,30.01,,2.50,,BKN,OVC,,,1000.00,1300.00,,,BR,,,,,,,-29.63,K96D 120955Z AUTO 34022KT 2 1/2SM BR BKN010 OVC013 M20/M22 A3001 RMK AO2 VIS 2V3,
GAF,2020-02-12 09:55,-97.3709,48.4047,251.00,-0.40,-2.20,91.85,350.00,35.00,0.00,29.90,,0.25,45.00,VV ,,,,200.00,,,,-SN,,,,,,,-29.46,KGAF 120955Z AUTO 35035G45KT 1/4SM -SN VV002 M18/M19 A2990 RMK AO2,
D60,2020-02-12 09:55,-102.8974,48.3803,690.00,8.60,6.80,92.19,40.00,17.00,0.00,29.96,,8.00,24.00,OVC,,,,2500.00,,,,,,,,,,,-10.58,KD60 120955Z AUTO 04017G24KT 8SM OVC025 M13/M14 A2996 RMK AO2,
BWP,2020-02-12 09:55,-96.6074,46.2441,294.70,28.40,23.00,79.92,320.00,9.00,0.00,29.67,,4.00,,,,,,,,,,,,,,,,,19.04,KBWP 120955Z AUTO 32009KT 4SM M02/M05 A2967 RMK AO1,
GWR,2020-02-12 09:55,-97.6435,46.2187,385.00,28.40,28.40,100.00,320.00,10.00,0.00,29.68,,6.00,,FEW,SCT,BKN,,1400.00,2000.00,2500.00,,BR,,,,,,,18.45,KGWR 120955Z AUTO 32010KT 6SM BR FEW014 SCT020 BKN025 M02/M02 A2968 RMK A01,
D55,2020-02-12 09:55,-98.3937,48.7531,490.00,-4.00,-7.60,84.04,360.00,26.00,0.00,29.91,,0.50,34.00,BKN,BKN,OVC,,100.00,800.00,3700.00,,BR,,,,,,,-31.33,KD55 120955Z AUTO 36026G34KT 1/2SM BR BKN001 BKN008 OVC037 M20/M22 A2991 RMK AO2,
5H4,2020-02-12 09:55,-99.9317,47.7912,489.00,5.00,-2.20,71.50,20.00,22.00,0.00,29.91,,10.00,,FEW,OVC,,,1200.00,2500.00,,,-SN,,,,,,,-17.58,K5H4 120955Z AUTO 02022KT 10SM -SN FEW012 OVC025 M15/M19 A2991 RMK AO2,
S32,2020-02-12 09:55,-98.1059,47.4228,434.00,6.80,6.80,100.00,10.00,27.00,0.00,29.79,,0.25,38.00,SCT,BKN,OVC,,400.00,800.00,1100.00,,-SN,,,,,,,-17.00,KS32 120955Z AUTO 01027G38KT 1/4SM -SN SCT004 BKN008 OVC011 M14/M14 A2979 RMK AO2,
2C8,2020-02-12 09:55,-97.6320,48.7837,272.00,-2.20,-7.60,77.14,350.00,28.00,0.00,29.96,,0.50,37.00,BKN,OVC,,,600.00,1200.00,,,-SN,,,,,,,-29.64,K2C8 120955Z AUTO 35028G37KT 1/2SM -SN BKN006 OVC012 M19/M22 A2996 RMK AO2,
7L2,2020-02-12 09:55,-100.2456,46.2206,541.00,28.40,28.40,100.00,340.00,8.00,0.00,29.72,,6.00,,SCT,BKN,OVC,,1000.00,2300.00,5000.00,,-SN,,,,,,,19.68,K7L2 120955Z AUTO 34008KT 6SM -SN SCT010 BKN023 OVC050 M02/M02 A2972 RMK AO2,
2D5,2020-02-12 09:55,-98.0799,46.1731,407.00,26.60,26.60,100.00,310.00,9.00,0.00,29.69,,3.00,,,,,,,,,,-SN,,,,,,,16.80,K2D5 120955Z AUTO 31009KT 3SM -SN M03/M03 A2969 RMK AO2,
D50,2020-02-12 09:55,-103.2973,48.9285,594.00,8.60,5.00,84.93,360.00,18.00,0.00,30.03,,8.00,,SCT,SCT,OVC,,700.00,2200.00,3600.00,,-SN,,,,,,,-11.05,KD50 120955Z AUTO 36018KT 8SM -SN SCT007 SCT022 OVC036 M13/M15 A3003 RMK AO2,
S25,2020-02-12 09:55,-103.2552,47.7966,642.00,14.00,10.40,85.28,30.00,15.00,0.00,29.93,,10.00,23.00,OVC,,,,1300.00,,,,,,,,,,,-2.56,KS25 120955Z AUTO 03015G23KT 10SM OVC013 M10/M12 A2993 RMK AO2,
Y19,2020-02-12 09:55,-100.8944,46.7680,592.00,17.60,17.60,100.00,30.00,25.00,0.00,29.77,,1.25,31.00,,,,,,,,,+UP,,,,,,,-1.68,KY19 120955Z AUTO 03025G31KT 1 1/4SM +UP M08/M08 A2977 RMK AO2,
BAC,2020-02-12 09:55,-98.0180,46.9412,427.30,12.20,12.20,100.00,10.00,21.00,0.00,29.76,,0.75,35.00,OVC,,,,900.00,,,,-SN,,,,,,,-7.55,KBAC 120955Z AUTO 01021G35KT 3/4SM -SN OVC009 M11/M11 A2976 RMK AO2,
20U,2020-02-12 09:55,-103.9821,46.9252,840.00,21.20,21.20,100.00,350.00,19.00,0.00,29.85,,2.00,26.00,BKN,OVC,,,800.00,1300.00,,,-SN,,,,,,,5.15,K20U 120955Z AUTO 35019G26KT 2SM -SN BKN008 OVC013 M06/M06 A2985 RMK AO2,
9D7,2020-02-12 09:55,-99.2364,48.4800,451.00,-2.20,-2.20,100.00,10.00,28.00,0.00,29.96,,6.00,36.00,FEW,SCT,BKN,,1000.00,3700.00,4600.00,,BR,,,,,,,-29.64,K9D7 120955Z AUTO 01028G36KT 6SM BR FEW010 SCT037 BKN046 M19/M19 A2996 RMK AO2,
HZE,2020-02-12 09:55,-101.5810,47.2899,552.00,15.80,12.20,85.40,40.00,17.00,0.00,29.88,,2.50,28.00,SCT,BKN,OVC,,400.00,800.00,1200.00,,-SN,,,,,,,-1.15,KHZE 120955Z AUTO 04017G28KT 2 1/2SM -SN SCT004 BKN008 OVC012 M09/M11 A2988 RMK AO2,
DIK,2020-02-12 09:56,-102.8019,46.7973,789.00,24.10,19.90,83.75,10.00,20.00,,29.76,1010.70,2.00,28.00,BKN,BKN,OVC,,800.00,1400.00,2300.00,,-SN BR,,,,29.00,360.00,2020-02-12 09:37,8.65,KDIK 120956Z AUTO 01020G28KT 2SM -SN BR BKN008 BKN014 OVC023 M04/M07 A2976 RMK AO2 PK WND 36029/0937 PRESRR SLP107 P0000 T10441067 $,
JMS,2020-02-12 09:56,-98.6800,46.9300,457.00,12.90,10.00,87.92,20.00,22.00,,29.76,1010.10,0.50,37.00,OVC,,,,2100.00,,,,FZFG,,,,39.00,10.00,2020-02-12 09:25,-7.00,KJMS 120956Z AUTO 02022G37KT 1/2SM FZFG OVC021 M11/M12 A2976 RMK AO2 PK WND 01039/0925 SNE12B26SNEMM SLP101 P0000 T11061122 PWINO FZRANO $,
RDR,2020-02-12 09:56,-97.4012,47.9611,278.00,3.60,-0.60,82.23,10.00,25.00,,29.86,1013.40,0.62,41.00,BKN,,,,700.00,,,,BLSN,,,,42.00,360.00,2020-02-12 09:15,-20.64,KRDR 120956Z 01025G41KT 5/8SM R35/3500V5500FT BLSN BKN007 M16/M18 A2986 RMK AO2A PK WND 36042/15 PRESRR SLP134 P0000 T11581181,
DVL,2020-02-12 09:56,-98.9083,48.1146,443.00,-2.00,-6.00,82.58,10.00,30.00,,29.89,1071.00,0.75,34.00,OVC,,,,800.00,,,,-SN BR,,,,38.00,20.00,2020-02-12 09:25,-30.07,KDVL 120956Z AUTO 01030G34KT 3/4SM -SN BR OVC008 M19/M21 A2989 RMK AO2 PK WND 02038/0925 SLP710 P0000 T11891211 FZRANO,
BIS,2020-02-12 10:52,-100.7458,46.7727,506.00,10.90,7.00,83.93,30.00,23.00,,29.89,1014.70,1.00,34.00,VV ,,,,1800.00,,,,-SN BR,,,,36.00,20.00,2020-02-12 10:15,-10.05,KBIS 121052Z AUTO 03023G34KT 1SM -SN BR VV018 M12/M14 A2989 RMK AO2 PK WND 02036/1015 PRESRR SLP147 P0000 T11171139,
N60,2020-02-12 10:52,-101.4394,47.6458,587.00,5.00,-0.90,76.03,,,0.00,29.94,1017.20,,,,,,,,,,,,,,,,,,,KN60 121052Z AUTO M15/M18 A2994 RMK AO1 SLP172 T11501183 $,
HEI,2020-02-12 10:53,-102.6560,46.0149,828.00,26.10,25.00,95.53,10.00,21.00,,29.77,1010.80,1.50,30.00,SCT,SCT,OVC,,700.00,1300.00,2100.00,,-SN BR,,,,32.00,360.00,2020-02-12 10:43,10.98,KHEI 121053Z AUTO 01021G30KT 1 1/2SM -SN BR SCT007 SCT013 OVC021 M03/M04 A2977 RMK AO2 PK WND 36032/1043 PRESRR SLP108 P0000 T10331039,
GFK,2020-02-12 10:53,-97.1761,47.9492,257.00,-0.90,-5.00,81.87,360.00,32.00,0.04,29.90,1014.50,0.25,44.00,VV ,,,,700.00,,,,-SN FZFG,,,,53.00,350.00,2020-02-12 10:04,-29.22,KGFK 121053Z AUTO 36032G44KT 1/4SM R35L/2400V4000FT -SN FZFG VV007 M18/M21 A2990 RMK AO2 PK WND 35053/1004 SLP145 P0004 T11831206 $,
FAR,2020-02-12 10:53,-96.8111,46.9253,274.00,10.00,7.00,87.37,350.00,25.00,0.03,29.78,1010.10,0.25,38.00,VV ,,,,800.00,,,,SN FZFG,,,,38.00,350.00,2020-02-12 10:45,-11.97,KFAR 121053Z 35025G38KT 1/4SM SN FZFG VV008 M12/M14 A2978 RMK AO2 PK WND 35038/1045 SLP101 P0003 T11221139 $,
MOT,2020-02-12 10:54,-101.2803,48.2594,523.00,3.00,-4.00,71.95,360.00,20.00,,30.02,1019.80,9.00,26.00,OVC,,,,3500.00,,,,-SN,,,,31.00,360.00,2020-02-12 10:18,-19.38,KMOT 121054Z AUTO 36020G26KT 9SM -SN OVC035 M16/M20 A3002 RMK AO2 PK WND 36031/1018 SLP198 P0000 T11611200,
96D,2020-02-12 10:55,-97.9028,48.9406,287.00,-9.40,-13.00,83.64,350.00,20.00,0.00,30.07,,2.50,30.00,OVC,,,,1000.00,,,,BR,,,,,,,-35.85,K96D 121055Z AUTO 35020G30KT 2 1/2SM BR OVC010 M23/M25 A3007 RMK AO2,
D60,2020-02-12 10:55,-102.8974,48.3803,690.00,6.80,3.20,84.80,50.00,17.00,0.00,30.02,,9.00,22.00,BKN,OVC,,,2700.00,3100.00,,,,,,,,,,-12.94,KD60 121055Z AUTO 05017G22KT 9SM BKN027 OVC031 M14/M16 A3002 RMK AO2,
BWP,2020-02-12 10:55,-96.6074,46.2441,294.70,19.40,15.80,85.63,340.00,21.00,0.00,29.73,,1.50,31.00,,,,,,,,,,,,,,,,2.05,KBWP 121055Z AUTO 34021G31KT 1 1/2SM M07/M09 A2973 RMK AO1,
9D7,2020-02-12 10:55,-99.2364,48.4800,451.00,-5.80,-5.80,100.00,10.00,25.00,0.00,30.00,,8.00,33.00,FEW,OVC,,,1000.00,5000.00,,,,,,,,,,-33.36,K9D7 121055Z AUTO 01025G33KT 8SM FEW010 OVC050 M21/M21 A3000 RMK AO2,
06D,2020-02-12 10:55,-99.6208,48.8844,555.00,-9.40,-18.40,63.59,10.00,24.00,0.00,29.99,,10.00,32.00,SCT,BKN,OVC,,1200.00,3400.00,4500.00,,,,,,,,,-37.79,K06D 121055Z AUTO 01024G32KT 10SM SCT012 BKN034 OVC045 M23/M28 A2999 RMK AO2,
46D,2020-02-12 10:55,-99.1513,47.4511,489.80,1.40,-4.00,77.49,20.00,26.00,0.00,29.91,,1.75,35.00,SCT,BKN,OVC,,100.00,1000.00,2800.00,,HZ,,,,,,,-23.99,K46D 121055Z AUTO 02026G35KT 1 3/4SM HZ SCT001 BKN010 OVC028 M17/M20 A2991 RMK AO2,
5H4,2020-02-12 10:55,-99.9317,47.7912,489.00,1.40,-7.60,65.13,10.00,26.00,0.00,29.97,,10.00,,OVC,,,,3200.00,,,,-SN,,,,,,,-23.99,K5H4 121055Z AUTO 01026KT 10SM -SN OVC032 M17/M22 A2997 RMK AO2,
S32,2020-02-12 10:55,-98.1059,47.4228,434.00,5.00,5.00,100.00,360.00,33.00,0.00,29.84,,0.50,39.00,BKN,OVC,,,800.00,3000.00,,,-SN,,,,,,,-21.36,KS32 121055Z AUTO 36033G39KT 1/2SM -SN BKN008 OVC030 M15/M15 A2984 RMK AO2,
2C8,2020-02-12 10:55,-97.6320,48.7837,272.00,-5.80,-11.20,76.77,350.00,29.00,0.00,30.02,,0.50,37.00,BKN,OVC,,,300.00,900.00,,,UP,,,,,,,-34.94,K2C8 121055Z AUTO 35029G37KT 1/2SM UP BKN003 OVC009 M21/M24 A3002 RMK AO2,
7L2,2020-02-12 10:55,-100.2456,46.2206,541.00,15.80,12.20,85.40,20.00,18.00,0.00,29.79,,1.50,30.00,SCT,BKN,OVC,,500.00,2200.00,2900.00,,-SN,,,,,,,-1.58,K7L2 121055Z AUTO 02018G30KT 1 1/2SM -SN SCT005 BKN022 OVC029 M09/M11 A2979 RMK AO2,
2D5,2020-02-12 10:55,-98.0799,46.1731,407.00,15.80,15.80,100.00,20.00,26.00,0.00,29.75,,0.50,35.00,,,,,,,,,-SN,,,,,,,-4.43,K2D5 121055Z AUTO 02026G35KT 1/2SM -SN M09/M09 A2975 RMK AO2,
D50,2020-02-12 10:55,-103.2973,48.9285,594.00,5.00,1.40,84.68,360.00,20.00,0.00,30.09,,4.00,25.00,BKN,OVC,,,800.00,2100.00,,,HZ,,,,,,,-16.72,KD50 121055Z AUTO 36020G25KT 4SM HZ BKN008 OVC021 M15/M17 A3009 RMK AO2,
S25,2020-02-12 10:55,-103.2552,47.7966,642.00,10.40,5.00,78.35,40.00,15.00,0.00,30.01,,10.00,24.00,OVC,,,,2300.00,,,,,,,,,,,-7.22,KS25 121055Z AUTO 04015G24KT 10SM OVC023 M12/M15 A3001 RMK AO2,
GWR,2020-02-12 10:55,-97.6435,46.2187,385.00,15.80,15.80,100.00,10.00,24.00,0.00,29.76,,0.50,30.00,OVC,,,,600.00,,,,FZFG,,,,,,,-3.80,KGWR 121055Z AUTO 01024G30KT 1/2SM FZFG OVC006 M09/M09 A2976 RMK A01,
20U,2020-02-12 10:55,-103.9821,46.9252,840.00,21.20,21.20,100.00,360.00,20.00,0.00,29.90,,4.00,26.00,OVC,,,,600.00,,,,-SN,,,,,,,4.79,K20U 121055Z AUTO 36020G26KT 4SM -SN OVC006 M06/M06 A2990 RMK AO2,
DVL,2020-02-12 10:56,-98.9083,48.1146,443.00,-6.00,-11.00,78.29,10.00,27.00,,29.95,1073.00,1.25,36.00,BKN,BKN,OVC,,800.00,4100.00,5000.00,,-SN,,,,38.00,10.00,2020-02-12 10:08,-34.45,KDVL 121056Z AUTO 01027G36KT 1 1/4SM -SN BKN008 BKN041 OVC050 M21/M24 A2995 RMK AO2 PK WND 01038/1008 CIG 007V011 SLP730 P0000 T12111239 FZRANO,
RDR,2020-02-12 10:56,-97.4012,47.9611,278.00,-0.60,-5.00,80.73,20.00,35.00,,29.92,1015.60,0.62,40.00,BKN,,,,800.00,,,,BLSN,,,,45.00,350.00,2020-02-12 10:39,-29.73,KRDR 121056Z 02035G40KT 5/8SM R35/3000V5000FT BLSN BKN008 M18/M21 A2992 RMK AO2A PK WND 35045/39 SLP156 P0000 T11811206,
JMS,2020-02-12 10:56,-98.6800,46.9300,457.00,7.00,7.00,100.00,10.00,26.00,,29.83,1012.80,0.25,39.00,VV ,,,,1800.00,,,,-SN FZFG,,,,39.00,360.00,2020-02-12 10:53,-16.39,KJMS 121056Z AUTO 01026G39KT 1/4SM -SN FZFG VV018 M14/M14 A2983 RMK AO2 PK WND 36039/1053 SNB02 SLP128 P0000 T11391139 $,
DIK,2020-02-12 10:56,-102.8019,46.7973,789.00,12.90,9.00,84.07,20.00,23.00,,29.86,1014.60,2.00,33.00,SCT,BKN,OVC,,800.00,1500.00,3400.00,,-SN BR,,,,36.00,360.00,2020-02-12 10:20,-7.36,KDIK 121056Z AUTO 02023G33KT 2SM -SN BR SCT008 BKN015 OVC034 M11/M13 A2986 RMK AO2 PK WND 36036/1020 PRESRR SLP146 P0000 T11061128 $,
BIS,2020-02-12 11:52,-100.7458,46.7727,506.00,6.00,-0.90,72.31,10.00,23.00,,29.97,1017.80,2.50,32.00,OVC,,,,2100.00,,,,BLSN,,,,32.00,360.00,2020-02-12 11:51,-16.50,KBIS 121152Z AUTO 01023G32KT 2 1/2SM BLSN OVC021 M14/M18 A2997 RMK AO2 PK WND 36032/1151 VIS 1 1/2V4 SNE45 SLP178 P0000 60002 70004 T11441183 11006 21144 53059,
N60,2020-02-12 11:52,-101.4394,47.6458,587.00,3.00,-2.00,79.14,,,0.00,30.02,1020.10,,,,,,,,,,,,,,,,,,,KN60 121152Z AUTO M16/M19 A3002 RMK AO1 PRESRR SLP201 60001 70006 T11611189 11022 21161 51075 $,
